ad_archive_id,page_id,page_name,is_active,start_date,end_date,publisher_platform,total_active_time,categories,link_url,media_type,hook,ad_copy,extracted_keywords,param_keys,pixel_ids,widget_phrases,widget_forcekey_matches,competitor_id,forcekeys,forcekeyA,forcekeyB,forcekeyC,forcekeyD,forcekeyE
10046752058763957,100143189842487,Everyday Homes,1,2025-08-24T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1-fb-us-hm-0824-GE01-p&utm_source=facebook&utm_term=tg3augsheet1&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
744507068186075,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
3376397195845777,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-14T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
1285659593213834,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
695460610205312,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-18T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
1412462459980942,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,video,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
1449330426202619,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,video,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
1343977730492689,100143189842487,Everyday Homes,1,2025-08-07T07:00:00Z,2025-10-17T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/smart-rollators-the-future-of-senior-mobility-has-arrived-1753270270?utm_campaign=bu-MobilityAids-tg3augsheet1_picvidmix-fb-us-hm-0807-GE01-p&utm_source=facebook&utm_term=tg3augsheet1_picvidmix&utm_content=MobilityAids&utm_medium=hm&l=g,image,"The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 Discover the high-tech upgrade to traditional walkers—designed for safety, comfort, and independence.",The Smart Rollator That’s Changing Senior Mobility 🚶‍♂️💡 
1123686283000428,100143189842487,Everyday Homes,1,2025-07-27T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/old-pennies-could-be-worth-thousands-heres-how-to-tell-before-they-disappear-forever-1749624996?utm_campaign=bu-rarecoins-tg14aprilsheet_testvid-fb-us-hm-0727-GE02-p&utm_source=facebook&utm_term=tg14aprilsheet_testvid&utm_content=rarecoins&utm_medium=hm&l=g,image,Old Pennies Could Be Worth Thousands 🧠 Learn how to spot valuable coins before they vanish from circulation 👀 budgetdetails.,Old Pennies Could Be Worth Thousands 🧠 
717087301135071,100143189842487,Everyday Homes,1,2025-07-27T07:00:00Z,2025-10-21T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://budgetdetails.com/old-pennies-could-be-worth-thousands-heres-how-to-tell-before-they-disappear-forever-1749624996?utm_campaign=bu-rarecoins-tg14aprilsheet_testvid-fb-us-hm-0727-GE02-p&utm_source=facebook&utm_term=tg14aprilsheet_testvid&utm_content=rarecoins&utm_medium=hm&l=g,image,Old Pennies Could Be Worth Thousands 🧠 Learn how to spot valuable coins before they vanish from circulation 👀 budgetdetails.,Old Pennies Could Be Worth Thousands 🧠 
