ad_archive_id,page_id,page_name,is_active,start_date,end_date,publisher_platform,total_active_time,categories,link_url,media_type,hook,ad_copy,extracted_keywords,param_keys,competitor_id,forcekeys,forcekeyA,forcekeyB,forcekeyC,forcekeyD,forcekeyE
1832610120473400,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
802162532744566,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
1581713756326455,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
2270080386789684,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
1324172905840173,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
1784298442450703,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/fat-removal-surgery-types-benefits-risks-and-considerations/,video,👉 Check If You Qualify for Free Fat Removal Today!,"👉 Check If You Qualify for Free Fat Removal Today! 
 $5,000 fat-removal procedure — covered completely.
Clinical trials are paying 100% of the cost for premium body-sculpting sessions. No insurance. No bills. Just results.
✅ Limited openings → Tap below to check eligibility. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
1184043970262467,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/the-effects-of-botox-benefits-risks-and-what-to-expect/,video,Affordable Botox Treatments Smooth your look without overspending.,"Affordable Botox Treatments 
 Smooth your look without overspending.
Botox treatments from just $3/unit or a full session for $135.
✨ Board-certified providers
✨ Subtle, natural results
Book today and feel refreshed. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
1328822178725990,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/the-effects-of-botox-benefits-risks-and-what-to-expect/,video,Affordable Botox Treatments Smooth your look without overspending.,"Affordable Botox Treatments 
 Smooth your look without overspending.
Botox treatments from just $3/unit or a full session for $135.
✨ Board-certified providers
✨ Subtle, natural results
Book today and feel refreshed. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
3206298419525812,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/the-effects-of-botox-benefits-risks-and-what-to-expect/,video,Affordable Botox Treatments Smooth your look without overspending.,"Affordable Botox Treatments 
 Smooth your look without overspending.
Botox treatments from just $3/unit or a full session for $135.
✨ Board-certified providers
✨ Subtle, natural results
Book today and feel refreshed. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
2011241626345281,793983330455470,In The Know Now - Health,1,2025-10-11T07:00:00Z,2025-10-20T07:00:00Z,FACEBOOK|INSTAGRAM|AUDIENCE_NETWORK|MESSENGER|THREADS,,UNKNOWN,https://theextrathought.com/the-effects-of-botox-benefits-risks-and-what-to-expect/,video,Affordable Botox Treatments Smooth your look without overspending.,"Affordable Botox Treatments 
 Smooth your look without overspending.
Botox treatments from just $3/unit or a full session for $135.
✨ Board-certified providers
✨ Subtle, natural results
Book today and feel refreshed. 
 www.seeknowguides.com",,,dGhlZXh0cmF0,,,,,,
